app_id,timestamp,discount_pct,pre_reviews,post_reviews,delta_reviews,month_tag
588650,2025-07-17 17:16:02+00:00,60.02,177,252,75,2025-07-31
588650,2025-07-24 17:16:27+00:00,0.0,229,188,-41,2025-07-31
601150,2025-07-10 17:26:49+00:00,0.0,242,152,-90,2025-07-31
632470,2025-07-10 17:33:27+00:00,0.0,304,254,-50,2025-07-31
703080,2025-07-10 17:33:51+00:00,0.0,171,120,-51,2025-07-31
703080,2025-07-17 17:16:02+00:00,70.02,151,122,-29,2025-07-31
703080,2025-07-22 17:15:37+00:00,0.0,131,111,-20,2025-07-31
739630,2025-07-10 17:34:04+00:00,0.0,137,72,-65,2025-07-31
753640,2025-07-24 17:16:17+00:00,0.0,308,294,-14,2025-07-31
782330,2025-07-10 17:34:20+00:00,0.0,182,144,-38,2025-07-31
782330,2025-07-30 17:15:46+00:00,75.02,107,169,62,2025-07-31
835960,2025-07-10 17:41:17+00:00,0.0,95,85,-10,2025-07-31
848450,2025-07-10 17:41:21+00:00,0.0,139,128,-11,2025-07-31
883710,2025-07-10 17:41:25+00:00,0.0,313,250,-63,2025-07-31
892970,2025-07-10 17:41:29+00:00,0.0,73,46,-27,2025-07-31
949230,2025-07-10 17:38:13+00:00,0.0,153,101,-52,2025-07-31
962130,2025-07-10 17:41:36+00:00,0.0,222,209,-13,2025-07-31
1086940,2025-07-10 17:41:47+00:00,0.0,140,114,-26,2025-07-31
1091500,2025-07-10 17:53:01+00:00,0.0,208,213,5,2025-07-31
1145360,2025-07-10 17:53:04+00:00,0.0,335,272,-63,2025-07-31
1158310,2025-07-10 17:47:34+00:00,0.0,157,138,-19,2025-07-31
1158310,2025-07-24 17:16:21+00:00,70.01,138,136,-2,2025-07-31
1172620,2025-07-10 17:47:36+00:00,0.0,294,198,-96,2025-07-31
1174180,2025-07-24 17:16:21+00:00,0.0,151,140,-11,2025-07-31
1196590,2025-07-10 17:47:40+00:00,0.0,329,258,-71,2025-07-31
1245620,2025-07-10 17:53:08+00:00,0.0,193,133,-60,2025-07-31
1259420,2025-07-10 17:53:09+00:00,0.0,148,152,4,2025-07-31
1272080,2025-07-10 17:47:23+00:00,0.0,303,219,-84,2025-07-31
1272080,2025-07-13 17:15:34+00:00,70.02,275,260,-15,2025-07-31
1272080,2025-07-27 17:15:33+00:00,0.0,260,155,-105,2025-07-31
1282100,2025-07-10 17:47:31+00:00,0.0,157,130,-27,2025-07-31
1326470,2025-07-10 17:47:26+00:00,0.0,170,109,-61,2025-07-31
1363080,2025-07-24 17:16:27+00:00,0.0,212,110,-102,2025-07-31
1551360,2025-07-10 17:59:48+00:00,0.0,370,289,-81,2025-07-31
1593500,2025-07-10 17:59:56+00:00,0.0,233,258,25,2025-07-31
1623730,2025-07-10 17:59:24+00:00,0.0,161,72,-89,2025-07-31
1623730,2025-07-26 17:16:15+00:00,25.01,69,168,99,2025-07-31
1649080,2025-07-22 17:15:37+00:00,0.0,154,112,-42,2025-07-31
1716740,2025-07-10 18:02:41+00:00,0.0,138,151,13,2025-07-31
1716740,2025-07-30 17:18:21+00:00,40.01,161,185,24,2025-07-31
1794680,2025-07-10 18:02:39+00:00,0.0,140,125,-15,2025-07-31
1794680,2025-07-16 17:15:32+00:00,20.04,127,120,-7,2025-07-31
1794680,2025-07-20 23:18:41+00:00,0.0,125,114,-11,2025-07-31
1850570,2025-07-10 18:05:32+00:00,0.0,234,550,316,2025-07-31
1903340,2025-07-10 18:05:40+00:00,0.0,153,129,-24,2025-07-31
1903340,2025-07-15 17:15:30+00:00,10.0,149,116,-33,2025-07-31
1903340,2025-07-29 17:33:52+00:00,0.0,116,99,-17,2025-07-31
2050650,2025-07-10 18:08:18+00:00,0.0,91,129,38,2025-07-31
2054970,2025-07-10 18:08:19+00:00,0.0,174,125,-49,2025-07-31
2072450,2025-07-14 17:25:56+00:00,0.0,99,86,-13,2025-07-31
2358720,2025-07-10 18:10:58+00:00,0.0,155,129,-26,2025-07-31
2420110,2025-07-10 18:11:12+00:00,0.0,180,178,-2,2025-07-31
2561580,2025-07-10 18:25:43+00:00,0.0,209,168,-41,2025-07-31
2669320,2025-07-10 18:14:21+00:00,0.0,168,210,42,2025-07-31
2807960,2025-07-31 19:18:03+00:00,0.0,0,0,0,2025-07-31
2933620,2025-07-10 18:17:31+00:00,0.0,92,54,-38,2025-07-31
3240220,2025-07-10 18:20:37+00:00,0.0,119,85,-34,2025-07-31
