train,test,AUROC,AP
2024-11-30,2024-12-31,0.5,0.5
2024-12-31,2025-01-31,1.0,1.0
2025-02-28,2025-03-31,1.0,1.0
2025-04-30,2025-05-31,1.0,1.0
2025-05-31,2025-06-30,0.8265306122448979,0.7928571428571427
2025-06-30,2025-07-31,0.5918367346938775,0.677128427128427
2025-07-31,2025-08-31,0.708984375,0.6877077268995372
2025-08-31,2025-09-30,0.7933333333333333,0.8594135802469135
2025-09-30,2025-10-31,0.703125,0.7110471632874081
2025-10-31,2025-11-30,1.0,1.0
