train,test,AUROC,AP
2024-11-30,2024-12-31,0.5,0.5
2024-12-31,2025-01-31,1.0,1.0
2025-02-28,2025-03-31,1.0,1.0
2025-04-30,2025-05-31,1.0,1.0
2025-05-31,2025-06-30,0.7040816326530612,0.644047619047619
2025-06-30,2025-07-31,0.6122448979591837,0.7017625231910947
2025-07-31,2025-08-31,0.646484375,0.6542972533974232
2025-08-31,2025-09-30,0.6599999999999999,0.688339191672525
2025-09-30,2025-10-31,0.5225694444444444,0.5769762816970263
2025-10-31,2025-11-30,1.0,1.0
