app_id,timestamp,discount_pct,pre_reviews,post_reviews,delta_reviews,month_tag
548430,2025-10-06 17:29:43+00:00,0.0,220,175,-45,2025-10-31
548430,2025-10-22 17:16:28+00:00,70.02,160,195,35,2025-10-31
553850,2025-10-06 17:29:45+00:00,0.0,324,383,59,2025-10-31
588650,2025-10-06 17:30:00+00:00,0.0,134,79,-55,2025-10-31
588650,2025-10-24 17:15:27+00:00,50.02,93,119,26,2025-10-31
601150,2025-10-07 17:19:20+00:00,0.0,98,91,-7,2025-10-31
632470,2025-10-06 17:30:26+00:00,0.0,184,174,-10,2025-10-31
703080,2025-10-06 17:30:36+00:00,0.0,110,93,-17,2025-10-31
739630,2025-10-06 17:35:43+00:00,0.0,359,480,121,2025-10-31
739630,2025-10-27 17:22:18+00:00,25.01,427,364,-63,2025-10-31
753640,2025-10-20 17:22:07+00:00,0.0,257,214,-43,2025-10-31
782330,2025-10-06 17:35:59+00:00,0.0,188,203,15,2025-10-31
814380,2025-10-06 17:36:09+00:00,0.0,274,230,-44,2025-10-31
835960,2025-10-06 17:36:18+00:00,0.0,109,121,12,2025-10-31
835960,2025-10-27 17:22:27+00:00,50.02,109,72,-37,2025-10-31
848450,2025-10-06 17:36:22+00:00,0.0,108,102,-6,2025-10-31
848450,2025-10-27 17:22:28+00:00,50.02,97,54,-43,2025-10-31
883710,2025-10-06 17:36:35+00:00,0.0,191,165,-26,2025-10-31
883710,2025-10-29 17:17:21+00:00,75.02,136,90,-46,2025-10-31
892970,2025-10-06 17:36:38+00:00,0.0,348,285,-63,2025-10-31
892970,2025-10-21 17:15:20+00:00,50.03,290,356,66,2025-10-31
949230,2025-10-06 17:41:47+00:00,0.0,174,135,-39,2025-10-31
949230,2025-10-29 17:17:21+00:00,20.0,122,169,47,2025-10-31
962130,2025-10-06 17:41:52+00:00,0.0,136,122,-14,2025-10-31
1086940,2025-10-06 17:41:32+00:00,0.0,91,84,-7,2025-10-31
1091500,2025-10-06 17:41:33+00:00,0.0,130,99,-31,2025-10-31
1145360,2025-10-06 17:47:28+00:00,0.0,614,491,-123,2025-10-31
1145360,2025-10-27 17:23:08+00:00,66.03,373,267,-106,2025-10-31
1158310,2025-10-06 17:47:32+00:00,0.0,140,128,-12,2025-10-31
1158310,2025-10-28 17:00:46+00:00,70.01,127,361,234,2025-10-31
1172620,2025-10-06 17:47:37+00:00,0.0,126,121,-5,2025-10-31
1174180,2025-10-06 17:47:37+00:00,0.0,84,136,52,2025-10-31
1174180,2025-10-08 17:16:03+00:00,75.01,104,119,15,2025-10-31
1174180,2025-10-20 17:27:53+00:00,0.0,136,94,-42,2025-10-31
1196590,2025-10-06 17:47:46+00:00,0.0,190,174,-16,2025-10-31
1196590,2025-10-29 17:17:26+00:00,75.02,120,96,-24,2025-10-31
1259420,2025-10-06 17:48:05+00:00,0.0,121,109,-12,2025-10-31
1272080,2025-10-06 17:47:20+00:00,0.0,274,102,-172,2025-10-31
1282100,2025-10-13 17:22:08+00:00,0.0,148,107,-41,2025-10-31
1326470,2025-10-06 17:53:37+00:00,0.0,379,527,148,2025-10-31
1326470,2025-10-27 17:23:35+00:00,68.02,370,423,53,2025-10-31
1363080,2025-10-06 17:53:49+00:00,0.0,217,402,185,2025-10-31
1363080,2025-10-09 17:19:06+00:00,35.01,266,391,125,2025-10-31
1363080,2025-10-23 17:19:13+00:00,0.0,391,180,-211,2025-10-31
1551360,2025-10-06 17:59:42+00:00,0.0,258,233,-25,2025-10-31
1593500,2025-10-01 12:32:30+00:00,60.01,110,212,102,2025-10-31
1593500,2025-10-06 17:59:56+00:00,0.0,141,213,72,2025-10-31
1623730,2025-10-06 18:00:04+00:00,0.0,313,272,-41,2025-10-31
1623730,2025-10-22 17:16:32+00:00,25.01,263,432,169,2025-10-31
1649080,2025-10-06 17:59:22+00:00,0.0,372,331,-41,2025-10-31
1716740,2025-10-06 18:05:52+00:00,0.0,118,93,-25,2025-10-31
1794680,2025-10-06 18:05:20+00:00,0.0,125,114,-11,2025-10-31
1794680,2025-10-21 17:18:52+00:00,30.06,112,269,157,2025-10-31
1850570,2025-10-06 18:11:41+00:00,0.0,191,160,-31,2025-10-31
1888160,2025-10-06 18:11:50+00:00,0.0,122,151,29,2025-10-31
1903340,2025-10-06 18:11:53+00:00,0.0,52,72,20,2025-10-31
1903340,2025-10-30 17:18:47+00:00,20.0,69,24,-45,2025-10-31
2050650,2025-10-06 18:17:27+00:00,0.0,294,282,-12,2025-10-31
2050650,2025-10-29 17:17:31+00:00,50.01,236,209,-27,2025-10-31
2054970,2025-10-07 17:04:28+00:00,0.0,125,109,-16,2025-10-31
2072450,2025-10-06 18:17:31+00:00,0.0,69,93,24,2025-10-31
2072450,2025-10-16 17:16:59+00:00,70.01,82,117,35,2025-10-31
2072450,2025-10-23 17:19:19+00:00,0.0,105,92,-13,2025-10-31
2420110,2025-10-06 18:22:59+00:00,0.0,99,100,1,2025-10-31
2561580,2025-10-06 18:26:10+00:00,0.0,101,99,-2,2025-10-31
2933620,2025-10-09 17:19:00+00:00,50.01,34,50,16,2025-10-31
2933620,2025-10-09 21:48:16+00:00,45.01,34,50,16,2025-10-31
2933620,2025-10-16 17:17:04+00:00,0.0,57,27,-30,2025-10-31
3240220,2025-10-20 17:23:07+00:00,0.0,106,372,266,2025-10-31
